total_obs,total_exp,E,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100,R101,R102,R103,R104,R105,R106,R107,R108,R109,R110,R111,R112,R113,R114,R115,R116,R117,R118,R119,R120,R121,R122,R123,R124,R125,R126,R127,R128,R129,R130,R131,R132,R133,R134,R135,R136,R137,R138,R139,R140,R141,R142,R143,R144,R145,R146,R147,R148,R149,R150,R151,R152,R153,R154,R155,R156,R157,R158,R159,R160,R161,R162,R163,R164,R165,R166,R167,R168,R169,R170,R171,R172,R173,R174,R175,R176,R177,R178,R179,R180,R181,R182,R183,R184,R185,R186,R187,R188,R189,R190,R191,R192,R193,R194,R195,R196,R197,R198,R199,R200
12,4,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
12,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,3.0,2.0,5.0,0.0,4.0,2.0,2.0,3.0,4.0,6.0,2.0,6.0,5.0,4.0,1.0,2.0,5.0,3.0,6.0,3.0,6.0,4.0,2.0,1.0,5.0,4.0,2.0,0.0,2.0,4.0,1.0,7.0,4.0,7.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,4.0,2.0,7.0,3.0,2.0,3.0,3.0,6.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,6.0,5.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,2.0,7.0,4.0,6.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,7.0,2.0,3.0,1.0,5.0,3.0,5.0,0.0,3.0,5.0,2.0,5.0,2.0,2.0,4.0,2.0,6.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,7.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,6.0,6.0,3.0,5.0,5.0,5.0,6.0,5.0,3.0,4.0,2.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,0.0,1.0,4.0,6.0,3.0,3.0,5.0,6.0,1.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,4.0,5.0,6.0,4.0,2.0,6.0,3.0,2.0,4.0,2.0
13,1,4.0,5.0,2.0,5.0,3.0,5.0,4.0,6.0,2.0,2.0,3.0,4.0,1.0,5.0,6.0,4.0,1.0,3.0,2.0,6.0,4.0,4.0,5.0,4.0,2.0,3.0,6.0,2.0,6.0,7.0,5.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,0.0,3.0,5.0,4.0,2.0,3.0,1.0,5.0,5.0,3.0,4.0,4.0,7.0,3.0,5.0,4.0,0.0,4.0,3.0,1.0,4.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0,4.0,8.0,4.0,5.0,5.0,3.0,2.0,4.0,6.0,2.0,5.0,2.0,8.0,4.0,3.0,6.0,1.0,3.0,5.0,8.0,3.0,7.0,2.0,2.0,5.0,4.0,3.0,5.0,1.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,2.0,9.0,6.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,6.0,2.0,7.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,4.0,3.0,5.0,5.0,6.0,4.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,7.0,1.0,5.0,4.0,7.0,6.0,5.0,4.0,2.0,3.0,4.0,2.0,7.0,5.0,6.0,6.0,2.0,5.0,2.0,0.0,2.0,5.0,2.0,3.0,6.0,7.0,0.0,4.0,4.0,5.0,2.0,3.0,5.0,7.0,4.0
13,2,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,6.0,2.0,0.0,4.0,3.0,6.0,2.0,4.0,5.0,2.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,6.0,3.0,0.0,4.0,3.0,4.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,5.0,4.0,0.0,0.0,5.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,0.0,2.0,5.0,3.0,3.0,1.0,4.0,5.0,0.0,3.0,3.0,4.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,5.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,6.0,4.0,6.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,0.0,2.0,1.0,0.0,2.0,4.0,3.0,2.0,4.0,5.0,2.0,1.0,4.0,3.0,0.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,7.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,6.0,5.0,1.0,1.0
13,3,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,4.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0
13,4,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
13,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,7.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,6.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,2.0,5.0,1.0,2.0,5.0,0.0,5.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,6.0,2.0,2.0,2.0,3.0,1.0,6.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,5.0,6.0,2.0,3.0,0.0,7.0,2.0,1.0,3.0,4.0,2.0,2.0,5.0,5.0,1.0,4.0,0.0,5.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,7.0,3.0,1.0,2.0,1.0,0.0,2.0,5.0,2.0,4.0,3.0,6.0,1.0,8.0,3.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,6.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,0.0,1.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,6.0,4.0,2.0,7.0,4.0,1.0,1.0,4.0,2.0,6.0,2.0,2.0,2.0,0.0,8.0,4.0,3.0,5.0,4.0,3.0,0.0,3.0,2.0,7.0,1.0,1.0,4.0,1.0,3.0,1.0,6.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,1.0,5.0,2.0,6.0,3.0,4.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0
14,1,6.0,7.0,6.0,2.0,7.0,6.0,6.0,6.0,6.0,8.0,5.0,5.0,9.0,6.0,6.0,9.0,5.0,8.0,9.0,6.0,5.0,4.0,5.0,9.0,5.0,5.0,5.0,7.0,3.0,5.0,3.0,8.0,7.0,8.0,8.0,8.0,6.0,3.0,9.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,4.0,9.0,9.0,5.0,7.0,8.0,8.0,4.0,4.0,7.0,4.0,4.0,7.0,5.0,5.0,3.0,5.0,8.0,6.0,4.0,7.0,6.0,4.0,4.0,5.0,5.0,3.0,7.0,5.0,5.0,7.0,5.0,3.0,4.0,10.0,2.0,3.0,7.0,10.0,7.0,4.0,5.0,6.0,2.0,8.0,3.0,6.0,7.0,7.0,9.0,5.0,6.0,10.0,8.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,9.0,6.0,7.0,5.0,5.0,4.0,7.0,9.0,6.0,6.0,5.0,10.0,4.0,2.0,9.0,2.0,5.0,8.0,4.0,5.0,7.0,5.0,3.0,6.0,11.0,6.0,4.0,6.0,5.0,3.0,6.0,4.0,9.0,4.0,4.0,7.0,7.0,3.0,6.0,4.0,4.0,6.0,10.0,9.0,6.0,8.0,4.0,5.0,7.0,6.0,6.0,4.0,7.0,5.0,4.0,6.0,7.0,5.0,6.0,6.0,7.0,4.0,7.0,6.0,9.0,5.0,8.0,4.0,4.0,6.0,6.0,5.0,8.0,8.0,5.0,6.0,2.0,5.0,5.0,6.0,8.0,8.0,6.0,4.0,4.0,5.0,4.0,13.0,2.0,8.0
14,2,1.0,3.0,2.0,2.0,2.0,4.0,0.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,6.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,6.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,0.0,3.0,5.0,2.0,3.0,3.0,0.0,7.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,5.0,4.0,0.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,8.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0
14,3,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,0.0,2.0,4.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0
